"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","CAD_5mon","CAD_7mon","CBB_5mon","CBB_7mon","WAB_20min_10mon","WAB_30min_10mon","carotenoidtotal","betacarotenoid_nirs","branch_number","CAD_3mon","CBB_3mon","DM_gravity","DM_nirs","height_1st_branch","yield_ha","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha","root_weight_plot","vigor1_5","lodging1_3","lodging1_3_6mon","root_number_commercial","root_weight_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_number","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8"
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_SM1759-29_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","SM1759-29","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,38.87938803,NA,300,41.66666667,9,100,41.6666666666667,16.1997450125,30,5,1,NA,31,19.1,24,25,2,300,50,9,3,2,1,3,80,3400,426,NA,25,2,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_GM1406-13_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","GM1406-13","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,38.46070764,NA,280,47.5,9,88,47.5,18.268836129,34.2,4,1,NA,45,29.8,25,25,2,280,50,9,3,2,2,3,96,3675,453,NA,22,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_SM1127-8_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,2,38.18336061,NA,235,32.77777778,9,84,32.7777777777778,12.5156570888333,23.6,5,1,NA,25,16.6,21,25,1,300,60,9,2,1,2,3,65,4175,509,NA,21,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_CM9912-167_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","CM9912-167","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.03562762,NA,320,29.72222222,9,92,29.7222222222222,11.0078115426111,21.4,5,1,NA,24,16.9,21,25,2,320,55,9,2,1,2,3,45,4850,564,NA,23,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_SM3387-40_5",1,5,2,1,"test"," (Operator: lizbethpino, Time: )","SM3387-40","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,2,39.82220909,NA,285,45.41666667,9,96,45.4166666666667,18.0859199617083,32.7,4,1,NA,23,26.4,18,25,1,285,55,9,3,3,2,3,45,4375,568,NA,24,2,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_GM9122-1_6",1,6,2,2,"test"," (Operator: lizbethpino, Time: )","GM9122-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.1125212,NA,330,49.58333333,9,100,49.5833333333333,19.3932917616667,35.7,5,2,NA,35,26.8,25,25,2,330,35,9,3,1,1,3,84,4050,512,NA,25,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202056CQPRC_cere_rep1_Caiselli_7",1,7,2,3,"test"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,40.1775566,NA,270,43.61111111,9,92,43.6111111111111,17.5218788505556,31.4,4,1,NA,38,24.2,16,25,2,270,40,9,3,2,2,3,64,4425,582,NA,23,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_CM9456-12_8",1,8,2,4,"test"," (Operator: lizbethpino, Time: )","CM9456-12","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,3,3,NA,NA,NA,NA,0,1,1,38.04672831,NA,275,53.75,9,84,53.75,20.450116466625,38.7,5,1,NA,41,29.9,18,25,2,275,35,9,3,2,2,3,74,4000,485,NA,21,2,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_SM3553-27_9",1,9,3,1,"test"," (Operator: lizbethpino, Time: )","SM3553-27","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,38.21230148,NA,260,51.11111111,9,88,51.1111111111111,19.5307318675556,36.8,4,2,NA,40,30.7,25,25,2,260,50,9,3,1,1,3,65,4375,534,NA,22,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_SM3386-49_10",1,10,3,2,"test"," (Operator: lizbethpino, Time: )","SM3386-49","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.44187288,NA,260,50.41666667,9,100,50.4166666666667,18.8769442436667,36.3,5,1,NA,42,26.3,15,25,2,260,30,9,3,2,2,3,101,4675,553,NA,25,2,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_GM9108-5_11",1,11,3,3,"test"," (Operator: lizbethpino, Time: )","GM9108-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.94077443,NA,260,51.80555556,9,96,51.8055555555556,20.6915400866528,37.3,5,1,NA,44,27.9,21,25,2,260,45,9,3,1,1,3,77,4425,577,NA,24,2,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_GM8870-84_12",1,12,3,4,"test"," (Operator: lizbethpino, Time: )","GM8870-84","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.74812039,NA,270,52.08333333,9,100,52.0833333333333,19.6604793697917,37.5,5,1,NA,51,32.8,24,25,2,270,45,9,3,1,2,2,73,4775,572,NA,25,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia","Costena","202056CQPRC_cere_rep1_Costena_13",1,13,4,1,"test"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,36.1371021,NA,235,58.47222222,9,100,58.4722222222222,21.1301666445833,42.1,5,1,NA,57,35.1,18,25,2,235,35,9,3,1,2,3,93,4775,534,NA,25,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_GM9103-22_14",1,14,4,2,"test"," (Operator: lizbethpino, Time: )","GM9103-22","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,4,1,2,37.28715304,NA,35,37.22222222,9,84,37.2222222222222,13.8791069648889,26.8,4,1,NA,21,23.7,25,25,2,210,35,9,3,1,1,3,32,4450,523,NA,21,1,3,1,3
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_GM8870-29_15",1,15,4,3,"test"," (Operator: lizbethpino, Time: )","GM8870-29","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,38.62087685,NA,260,55.97222222,9,96,55.9722222222222,21.6169630146528,40.3,5,1,NA,52,36.2,18,25,2,260,40,9,3,1,1,3,72,4700,583,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep1_Venezolana_16",1,16,4,4,"test"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,4,1,1,39.10646166,NA,110,46.66666667,9,100,46.6666666666667,18.249682108,33.6,4,1,NA,37,28.3,22,25,3,230,35,9,3,2,2,3,64,4225,534,NA,25,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_SM3386-49_17",2,17,1,5,"test"," (Operator: lizbethpino, Time: )","SM3386-49","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.74311719,NA,235,44.30555556,9,100,44.3055555555556,16.7222977550139,31.9,4,1,NA,46,25.3,20,25,2,235,30,9,3,2,2,3,66,4275,512,NA,25,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_GM8870-84_18",2,18,1,6,"test"," (Operator: lizbethpino, Time: )","GM8870-84","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.74339498,NA,245,34.16666667,9,96,34.1666666666667,12.8956599515,24.6,5,2,NA,20,16.2,25,25,2,245,45,9,3,1,2,2,53,4300,515,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_SM3387-40_19",2,19,1,7,"test"," (Operator: lizbethpino, Time: )","SM3387-40","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,38.25693619,NA,260,45.27777778,9,96,45.2777777777778,17.3218905526944,32.6,5,1,NA,23,25.6,18,25,2,260,45,9,3,3,2,3,52,4678,572,NA,24,2,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202056CQPRC_cere_rep2_Caiselli_20",2,20,1,8,"test"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,39.20467606,NA,35,46.52777778,9,88,46.5277777777778,18.2410645556944,33.5,4,1,NA,43,27.2,24,25,2,230,35,9,3,2,2,3,65,4225,536,NA,22,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_Venezolana_21",2,21,2,5,"test"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,3,1,1,39.2317977,NA,35,36.11111111,9,100,36.1111111111111,14.1670380583333,26,4,1,NA,22,20.9,25,25,3,220,25,9,3,1,2,3,46,4575,581,NA,25,2,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_GM8870-29_22",2,22,2,6,"test"," (Operator: lizbethpino, Time: )","GM8870-29","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.23911966,NA,270,57.63888889,9,96,57.6388888888889,21.4642148040278,41.5,4,1,NA,46,35.3,25,25,2,270,30,9,3,2,2,3,77,4800,563,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_SM1759-29_23",2,23,2,7,"test"," (Operator: lizbethpino, Time: )","SM1759-29","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.02551487,NA,280,43.47222222,9,100,43.4722222222222,16.9652585476528,31.3,5,1,NA,36,20.7,25,25,2,280,50,9,3,1,3,2,86,4000,504,NA,25,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia","Costena","202056CQPRC_cere_rep2_Costena_24",2,24,2,8,"test"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,36.56626734,NA,205,48.61111111,9,96,48.6111111111111,17.7752688458333,35,5,1,NA,43,28,25,25,2,205,30,9,3,1,1,3,71,4475,510,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_SM1127-8_25",2,25,3,5,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.5373978,NA,300,34.58333333,9,80,34.5833333333333,12.9816834058333,24.9,4,1,NA,41,21.2,25,25,2,300,60,9,2,2,2,3,63,4025,478,NA,20,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_GM9108-5_26",2,26,3,6,"test"," (Operator: lizbethpino, Time: )","GM9108-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.53148611,NA,260,27.91666667,9,100,27.9166666666667,11.0358732057083,20.1,5,2,NA,27,16.7,25,25,2,260,60,9,3,1,2,3,48,3675,472,NA,25,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_CM9456-12_27",2,27,3,7,"test"," (Operator: lizbethpino, Time: )","CM9456-12","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,3,3,NA,NA,NA,NA,0,1,1,34.57946429,NA,270,49.02777778,9,84,49.0277777777778,16.9535429088472,35.3,4,1,NA,45,30.9,16,25,2,270,35,9,3,1,2,3,67,3500,364,NA,21,2,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_CM9912-167_28",2,28,3,8,"test"," (Operator: lizbethpino, Time: )","CM9912-167","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,35.10671642,NA,300,54.02777778,9,100,54.0277777777778,18.9673787324722,38.9,4,1,NA,35,30.9,16,25,2,300,70,9,2,1,1,3,56,3825,408,NA,25,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_GM9103-22_29",2,29,4,5,"test"," (Operator: lizbethpino, Time: )","GM9103-22","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,3,1,1,36.58454592,NA,105,30.97222222,9,96,30.9722222222222,11.3310468613333,22.3,3,1,NA,17,16.8,12,25,3,185,25,9,3,1,2,3,33,4375,499,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_GM1406-13_30",2,30,4,6,"test"," (Operator: lizbethpino, Time: )","GM1406-13","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,2,36.44639082,NA,265,53.19444444,9,96,53.1944444444444,19.38745511675,38.3,4,2,NA,58,34,25,25,3,265,55,9,3,1,2,2,93,4375,496,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_SM3553-27_31",2,31,4,7,"test"," (Operator: lizbethpino, Time: )","SM3553-27","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,36.94437762,NA,360,48.33333333,9,92,48.3333333333333,17.856449183,34.8,5,2,NA,37,28.4,16,25,2,360,50,9,3,1,1,3,58,4325,501,NA,23,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep2_GM9122-1_32",2,32,4,8,"test"," (Operator: lizbethpino, Time: )","GM9122-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.73678905,NA,300,39.44444444,9,96,39.4444444444444,14.8850667919444,28.4,5,2,NA,37,20.2,25,25,2,300,45,9,3,1,2,2,52,3775,452,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_CM9456-12_33",3,33,1,9,"test"," (Operator: lizbethpino, Time: )","CM9456-12","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,3,3,NA,NA,NA,NA,0,1,1,38.05844987,NA,285,41.80555556,9,96,41.8055555555556,15.9105464039861,30.1,5,1,NA,36,20.8,20,25,2,285,35,9,3,2,2,3,63,3825,464,NA,24,2,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_GM8870-84_34",3,34,1,10,"test"," (Operator: lizbethpino, Time: )","GM8870-84","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,38.99192431,NA,245,66.25,9,88,66.25,25.832149855375,47.7,5,2,NA,33,24.2,25,25,2,245,40,9,3,1,1,3,55,4625,582,NA,22,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_GM1406-13_35",3,35,1,11,"test"," (Operator: lizbethpino, Time: )","GM1406-13","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.56320021,NA,265,31.66666667,9,96,31.6666666666667,12.5283467331667,22.8,4,1,NA,58,40.9,25,25,2,265,50,9,3,1,2,2,89,4425,569,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_SM3387-40_36",3,36,1,12,"test"," (Operator: lizbethpino, Time: )","SM3387-40","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.15634337,NA,250,45.27777778,9,96,45.2777777777778,17.7291221369722,32.6,4,1,NA,46,20.4,25,25,2,250,40,9,3,1,1,3,71,4675,592,NA,24,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_SM3553-27_37",3,37,2,9,"test"," (Operator: lizbethpino, Time: )","SM3553-27","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,36.75136626,NA,300,41.11111111,9,100,41.1111111111111,15.108895018,29.6,5,2,NA,32,26.4,18,25,2,300,45,9,3,1,2,3,44,4300,494,NA,25,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_Venezolana_38",3,38,2,10,"test"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,4,1,1,37.72946703,NA,85,40.55555556,9,100,40.5555555555556,15.3013949621667,29.2,4,1,NA,33,24.4,25,25,3,195,25,9,3,2,2,3,50,3325,398,NA,25,2,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia","Costena","202056CQPRC_cere_rep3_Costena_39",3,39,2,11,"test"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.7442093,NA,215,39.16666667,9,88,39.1666666666667,14.7831486425,28.2,4,1,NA,29,24.9,24,25,2,215,40,9,3,1,1,3,51,4375,524,NA,22,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_SM1127-8_40",3,40,2,12,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.60739796,NA,310,37.36111111,9,92,37.3611111111111,14.0505417378333,26.9,4,1,NA,42,24.5,25,25,2,310,60,9,2,1,1,NA,61,4450,530,NA,23,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_GM9122-1_41",3,41,3,9,"test"," (Operator: lizbethpino, Time: )","GM9122-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.16374046,NA,300,41.25,9,96,41.25,16.15504293975,29.7,4,2,NA,36,19.6,25,25,2,300,40,9,3,2,2,3,70,3300,418,NA,24,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_GM8870-29_42",3,42,3,10,"test"," (Operator: lizbethpino, Time: )","GM8870-29","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,38.73910369,NA,265,50.41666667,9,100,50.4166666666667,19.5309647770417,36.3,4,1,NA,42,31,25,25,2,265,40,9,3,1,1,3,66,3900,486,NA,25,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_GM9103-22_43",3,43,3,11,"test"," (Operator: lizbethpino, Time: )","GM9103-22","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.64505272,NA,115,32.22222222,9,92,32.2222222222222,12.1300725431111,23.2,3,1,NA,22,18.9,18,25,2,115,30,9,3,1,2,2,39,4200,501,NA,23,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_CM9912-167_44",3,44,3,12,"test"," (Operator: lizbethpino, Time: )","CM9912-167","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.96751227,NA,275,42.63888889,9,92,42.6388888888889,16.1889253706806,30.7,4,1,NA,32,25,20,25,2,275,50,9,2,2,1,3,64,3475,420,NA,23,1,2,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_GM9108-5_45",3,45,4,9,"test"," (Operator: lizbethpino, Time: )","GM9108-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.79090909,NA,265,61.52777778,9,96,61.5277777777778,23.2519065650972,44.3,5,1,NA,56,41.3,24,25,2,265,55,9,3,1,1,3,80,4500,540,NA,24,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202056CQPRC_cere_rep3_Caiselli_46",3,46,4,10,"test"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,2,40.59281593,NA,250,39.44444444,9,100,39.4444444444444,16.0116107279444,28.4,4,1,NA,40,25.7,18,25,2,250,35,9,3,1,2,3,54,4000,534,NA,25,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_SM3386-49_47",3,47,4,11,"test"," (Operator: lizbethpino, Time: )","SM3386-49","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,2,38.21767916,NA,255,44.86111111,9,100,44.8611111111111,17.1448755120556,32.3,4,1,NA,45,28.7,16,25,2,255,30,9,2,2,1,3,63,4800,586,NA,25,1,3,1,1
2020,"202056CQPRC_cere","PRC",5,4,"2020-July-28","2021-March-01","Cerete. Cordoba, Colombia",NA,"202056CQPRC_cere_rep3_SM1759-29_48",3,48,4,12,"test"," (Operator: lizbethpino, Time: )","SM1759-29","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,2,38.94785561,NA,275,53.05555556,9,88,53.0555555555556,20.6640011708611,38.2,4,2,NA,43,26.6,16,25,2,275,45,9,3,2,2,3,85,4800,603,NA,22,1,3,1,1
