"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","CAD_5mon","CAD_7mon","CBB_5mon","CBB_7mon","WAB_20min_10mon","WAB_30min_10mon","carotenoidtotal","betacarotenoid_nirs","branch_number","CAD_3mon","CBB_3mon","DM_gravity","DM_nirs","height_1st_branch","yield_ha","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha","root_weight_plot","vigor1_5","lodging1_3","lodging1_3_6mon","root_number_commercial","root_weight_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_number","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8"
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep1_SM2828-28_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","SM2828-28","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.84158371,NA,325,57.69444444,9,88,57.6944444444444,22.9863803793528,41.54,4,1,NA,46,31.96,25,25,2,325,70,9,3,1,2,2,101,5080,660,NA,22,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Costena","202053DMPRC_cere_rep1_COSTENA_6",1,6,1,6,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,36.78754137,NA,245,54.97222222,9,84,54.9722222222222,20.2229289920083,39.58,4,1,NA,46,29.56,25,25,2,245,25,9,3,1,1,3,76,4780,550,3,21,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep1_SM3559-11_7",1,7,1,7,"test"," (Operator: lizbethpino, Time: )","SM3559-11","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.43099323,NA,300,58.5,9,100,58.5,23.06713103955,42.12,5,1,NA,45,29.48,14,25,2,300,45,9,2,1,2,2,109,5080,650,4,25,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202053DMPRC_cere_rep1_SMB2446-2_8",1,8,1,8,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,40.31050761,NA,30,63.25,9,88,63.25,25.496396063325,45.54,5,1,NA,70,36.78,25,25,2,290,40,9,3,1,2,2,109,4540,600,NA,22,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep1_GM8868-59_9",1,9,1,9,"test"," (Operator: lizbethpino, Time: )","GM8868-59","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.99,NA,340,50.41666667,9,100,50.4166666666667,20.161625,36.3,5,1,NA,39,25.32,24,25,1,340,45,9,2,1,2,3,73,4440,580,NA,25,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep1_GM9122-1_10",1,10,1,10,"test"," (Operator: lizbethpino, Time: )","GM9122-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,38.71486239,NA,370,52.69444444,9,100,52.6944444444444,20.4005816538417,37.94,5,1,NA,48,28.3,16,25,2,370,60,9,3,1,2,2,98,4980,620,NA,25,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep1_GM8867-27_11",1,11,1,11,"test"," (Operator: lizbethpino, Time: )","GM8867-27","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,2,1,1,39.43099323,NA,130,46.02777778,9,96,46.0277777777778,18.149209939475,33.14,4,1,NA,45,26.94,24,25,3,300,35,9,2,1,2,2,73,5080,650,NA,24,1,2,1,3
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep1_SM3641-2_12",1,12,1,12,"test"," (Operator: lizbethpino, Time: )","SM3641-2","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.63384279,NA,310,40.91666667,9,100,40.9166666666667,15.3985140082417,29.46,5,1,NA,44,21.62,25,25,1,310,30,9,3,1,2,2,88,5200,620,NA,25,1,1,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Tai8","202053DMPRC_cere_rep1_TAI8_13",1,13,1,13,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,36.59477752,NA,270,54.88888889,9,100,54.8888888888889,20.0864667720889,39.52,4,1,NA,43,30.7,25,25,2,270,45,9,1,1,2,2,78,4820,550,NA,25,2,2,1,3
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep1_SM2775-4_14",1,14,2,13,"check"," (Operator: lizbethpino, Time: )","SM2775-4_is_Bellotti","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,3,1,1,36.72518519,NA,110,42.44444444,9,88,42.4444444444444,15.5878008250889,30.56,5,1,NA,48,24.08,25,25,3,325,15,9,3,1,2,2,83,4880,560,1,22,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_CM4919-1_15",2,15,2,12,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,35.76193473,NA,285,40.80555556,9,100,40.8055555555556,14.5928561439917,29.38,4,1,NA,34,25.78,16,25,1,285,40,9,3,1,2,2,47,4820,530,NA,25,1,2,1,3
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_GM8868-59_16",2,16,2,11,"test"," (Operator: lizbethpino, Time: )","GM8868-59","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.81356968,NA,310,35.88888889,9,100,35.8888888888889,14.2886477851556,25.84,4,1,NA,34,20.28,18,25,2,310,45,9,2,1,2,3,54,4700,610,NA,25,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_GM9122-1_17",2,17,2,10,"test"," (Operator: lizbethpino, Time: )","GM9122-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.55669767,NA,345,39.55555556,9,92,39.5555555555556,14.8557604116889,28.48,5,2,NA,28,20.36,20,25,2,345,45,9,3,1,2,2,67,4880,580,NA,23,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_GM8867-27_18",2,18,2,9,"test"," (Operator: lizbethpino, Time: )","GM8867-27","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,39.30740541,NA,170,60.375,9,100,60.375,23.7318460162875,43.47,5,1,NA,48,33.89,24,25,2,300,30,9,2,1,2,2,83,4240,540,NA,25,2,2,1,3
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_SM2775-4_19",2,19,2,8,"check"," (Operator: lizbethpino, Time: )","SM2775-4_is_Bellotti","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,4,1,1,37.85239316,NA,175,58.69444444,9,68,58.6944444444444,22.2172518741889,42.26,4,2,NA,48,34.92,25,25,3,325,15,9,3,1,2,2,70,5320,640,2,17,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Tai8","202053DMPRC_cere_rep2_TAI8_20",2,20,2,7,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,3,1,1,37.69325792,NA,155,64.61111111,9,100,64.6111111111111,24.3540327560889,46.52,4,2,NA,52,39.26,25,25,2,240,30,9,1,1,2,2,75,5020,600,NA,25,1,2,1,3
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_SM3559-11_21",2,21,2,6,"test"," (Operator: lizbethpino, Time: )","SM3559-11","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,40.20986813,NA,335,52.27777778,9,100,52.2777777777778,21.0208255057389,37.64,5,1,NA,37,23.86,25,25,1,335,50,9,2,1,2,2,93,5240,690,NA,25,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_SM3640-20_22",2,22,2,5,"test"," (Operator: lizbethpino, Time: )","SM3640-20","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.02888372,NA,300,54.63888889,9,100,54.6388888888889,21.3249484103445,39.34,5,1,NA,55,31.86,24,25,2,300,20,9,3,1,1,2,93,4920,620,NA,25,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202053DMPRC_cere_rep2_SMB2446-2_23",2,23,2,4,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,39.22963636,NA,35,49.27777778,9,100,49.2777777777778,19.3314930285111,35.48,5,1,NA,38,21.28,25,25,1,330,35,9,3,1,2,2,78,3780,480,NA,25,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_SM2828-28_24",2,24,2,3,"test"," (Operator: lizbethpino, Time: )","SM2828-28","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,39.91077295,NA,30,46.27777778,9,96,46.2777777777778,18.4698188151944,33.32,5,1,NA,42,24.36,25,25,2,350,60,9,3,1,2,2,82,4760,620,NA,24,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_GM9109-5_25",2,25,2,2,"test"," (Operator: lizbethpino, Time: )","GM9109-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,40.21344473,NA,135,43.77777778,9,100,43.7777777777778,17.6045524706889,31.52,4,1,NA,38,24.64,25,25,2,300,45,9,3,1,2,2,73,4480,590,NA,25,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_SM3641-2_26",2,26,2,1,"test"," (Operator: lizbethpino, Time: )","SM3641-2","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,38.61849558,NA,140,60.22222222,9,100,60.2222222222222,23.2569162270667,43.36,5,2,NA,48,31.94,25,25,2,310,30,9,3,1,2,2,98,5160,640,NA,25,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Costena","202053DMPRC_cere_rep2_COSTENA_27",2,27,3,1,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,35.88556757,NA,300,64.27777778,9,72,64.2777777777778,23.0664453769389,46.28,4,2,NA,39,34.76,18,25,2,300,40,9,3,1,2,3,89,4160,460,NA,18,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep2_GM9124-13_28",2,28,3,2,"test"," (Operator: lizbethpino, Time: )","GM9124-13","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,40.16286486,NA,280,53.61111111,9,100,53.6111111111111,21.5317581055,38.6,4,2,NA,35,31.48,16,25,3,280,65,9,3,1,1,3,55,4260,560,NA,25,2,2,2,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_SM3641-2_29",3,29,3,3,"test"," (Operator: lizbethpino, Time: )","SM3641-2","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.16374046,NA,300,57.22222222,9,88,57.2222222222222,22.4103625965556,41.2,5,1,NA,48,32.14,24,25,1,300,30,9,3,1,1,2,91,4500,570,NA,22,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_GM9109-5_30",3,30,3,4,"test"," (Operator: lizbethpino, Time: )","GM9109-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,39.1577,NA,140,53.36111111,9,96,53.3611111111111,20.8949838055556,38.42,4,1,NA,30,23.98,24,25,2,300,45,9,3,1,1,3,70,4580,580,NA,24,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Costena","202053DMPRC_cere_rep3_COSTENA_31",3,31,3,5,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,33.6186,NA,265,70.61111111,9,68,70.6111111111111,23.738467,50.84,4,1,NA,35,38.12,16,25,2,265,40,9,3,1,2,3,75,4440,440,NA,17,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_SM3559-11_32",3,32,3,6,"test"," (Operator: lizbethpino, Time: )","SM3559-11","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,3,1,1,39.57219048,NA,205,50.86111111,9,100,50.8611111111111,20.1268557691333,36.62,5,1,NA,30,17.38,25,25,2,302,25,9,2,1,2,2,112,4820,620,NA,25,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_CM4919-1_33",3,33,3,7,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,37.31133333,NA,310,68.38888889,9,100,68.3888888888889,25.5168062940167,49.24,4,2,NA,51,42.5,24,25,2,310,60,9,3,1,2,3,74,4420,520,NA,25,1,2,1,3
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_GM8867-27_34",3,34,3,8,"test"," (Operator: lizbethpino, Time: )","GM8867-27","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,39.49513716,NA,170,57.69444444,9,96,57.6944444444444,22.7864999670333,41.54,4,1,NA,44,32.24,20,25,2,300,35,9,2,1,2,3,74,4600,590,NA,24,1,2,1,3
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Tai8","202053DMPRC_cere_rep3_TAI8_35",3,35,3,9,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,35.73288714,NA,295,61.5,9,100,61.5,21.9757255911,44.28,4,1,NA,47,36.24,24,25,2,295,45,9,1,1,2,2,79,4280,470,5,25,1,2,1,3
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202053DMPRC_cere_rep3_SMB2446-2_36",3,36,3,10,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,40.32580952,NA,305,49.36111111,9,100,49.3611111111111,19.9052676436222,35.54,5,1,NA,50,25.52,20,25,2,305,50,9,3,1,2,2,95,4840,640,NA,25,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_GM9124-13_37",3,37,3,11,"test"," (Operator: lizbethpino, Time: )","GM9124-13","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,2,1,1,40.0775174,NA,55,63.47222222,9,100,63.4722222222222,25.4380909052778,45.7,4,1,NA,52,41.94,25,25,3,300,40,9,3,1,1,3,64,4960,650,NA,25,2,2,2,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_SM3640-20_38",3,38,3,12,"test"," (Operator: lizbethpino, Time: )","SM3640-20","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,39.49513716,NA,325,52,9,100,52,20.5374713232,37.44,5,1,NA,45,25.62,20,25,2,390,50,9,3,1,2,2,95,4600,590,NA,25,1,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_SM2828-28_39",3,39,3,13,"test"," (Operator: lizbethpino, Time: )","SM2828-28","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,2,1,1,41.15738916,NA,30,42.05555556,9,100,42.0555555555556,17.3089686634,30.28,5,2,NA,48,21.86,25,25,3,345,25,9,3,1,2,2,96,4700,640,NA,25,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_GM9122-1_40",3,40,4,13,"test"," (Operator: lizbethpino, Time: )","GM9122-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,1,1,1,38.81857143,NA,230,75.41666667,9,84,75.4166666666667,29.275672620125,54.3,5,2,NA,65,37.8,25,25,3,400,50,9,3,1,2,3,125,4800,600,NA,21,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_SM2775-4_41",3,41,4,12,"check"," (Operator: lizbethpino, Time: )","SM2775-4_is_Bellotti","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,4,1,1,38.91396624,NA,165,45.44444444,9,92,45.4444444444444,17.6842357690667,32.72,5,3,NA,40,25.52,25,25,3,300,35,9,3,1,2,2,70,5420,680,NA,23,2,2,1,1
2020,"202053DMPRC_cere","202053DMPRC_cere",4,5,"2020-September-07","2021-July-02","Cerete. Cordoba, Colombia",NA,"202053DMPRC_cere_rep3_GM8868-59_42",3,42,4,11,"test"," (Operator: lizbethpino, Time: )","GM8868-59","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1,1,2,2,NA,NA,NA,NA,0,1,1,39.90668449,NA,345,37.25,9,92,37.25,14.865239972525,26.82,5,1,NA,25,18.8,18,25,2,345,45,9,2,1,2,3,50,4300,560,5,23,2,2,1,1
2020,"202054CQPRC_pivi","202054CQPRC_pivi",5,4,"2020-September-09","2021-July-22","Pivijay. Magdalena, Colombia",NA,"202054CQPRC_pivi_rep1_CG1141-1_5",1,5,1,5,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",10.41666667,-74.31666667,51,"Magdalena","Colombia","Subhumid lowland tropics","pivi",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,31.45641474,NA,130,16.11111111,9,84,16.1111111111111,5.06797793033333,11.6,3,1,NA,27,7.5,6,25,2,190,45,9,3,1,2,3,64,4700,413,3,21,1,3,1,1
2020,"202054CQPRC_pivi","202054CQPRC_pivi",5,4,"2020-September-09","2021-July-22","Pivijay. Magdalena, Colombia",NA,"202054CQPRC_pivi_rep1_CM9456-12_11",1,11,2,6,"test"," (Operator: lizbethpino, Time: )","CM9456-12","test",10.41666667,-74.31666667,51,"Magdalena","Colombia","Subhumid lowland tropics","pivi",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,32.47416706,NA,225,20.13888889,9,100,20.1388888888889,6.53993642180555,14.5,4,1,NA,35,11.8,8,25,1,225,35,9,3,1,1,3,67,4700,438,0,25,1,3,1,1
2020,"202054CQPRC_pivi","202054CQPRC_pivi",5,4,"2020-September-09","2021-July-22","Pivijay. Magdalena, Colombia",NA,"202054CQPRC_pivi_rep1_CM9912-167_15",1,15,2,2,"test"," (Operator: lizbethpino, Time: )","CM9912-167","test",10.41666667,-74.31666667,51,"Magdalena","Colombia","Subhumid lowland tropics","pivi",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,30.45046382,NA,200,16.94444444,9,96,16.9444444444444,5.15966192505556,12.2,4,1,NA,28,9.2,8,25,2,225,50,9,1,1,1,3,54,4700,388,0,24,1,2,1,2
2020,"202054CQPRC_pivi","202054CQPRC_pivi",5,4,"2020-September-09","2021-July-22","Pivijay. Magdalena, Colombia",NA,"202054CQPRC_pivi_rep1_COL2215_14",1,14,2,3,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",10.41666667,-74.31666667,51,"Magdalena","Colombia","Subhumid lowland tropics","pivi",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,36.65173506,NA,120,10.97222222,9,100,10.9722222222222,4.02150981908333,7.9,4,2,NA,30,6.3,6,25,3,160,28,9,3,1,3,3,50,4100,469,0,25,1,3,1,1
2020,"202054CQPRC_pivi","202054CQPRC_pivi",5,4,"2020-September-09","2021-July-22","Pivijay. Magdalena, Colombia",NA,"202054CQPRC_pivi_rep1_COL2215_16",1,16,2,1,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",10.41666667,-74.31666667,51,"Magdalena","Colombia","Subhumid lowland tropics","pivi",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,35.14804059,NA,100,15.55555556,9,96,15.5555555555556,5.46747298066667,11.2,4,1,NA,37,9.5,6,25,4,190,30,9,3,1,2,3,54,4800,513,0,24,1,3,1,1
2020,"202054CQPRC_pivi","202054CQPRC_pivi",5,4,"2020-September-09","2021-July-22","Pivijay. Magdalena, Colombia",NA,"202054CQPRC_pivi_rep1_GM1406-13_9",1,9,2,8,"test"," (Operator: lizbethpino, Time: )","GM1406-13","test",10.41666667,-74.31666667,51,"Magdalena","Colombia","Subhumid lowland tropics","pivi",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,29.37705693,NA,155,11.11111111,9,84,11.1111111111111,3.26411743666667,8,3,1,NA,18,6.2,4,25,3,160,40,9,3,1,2,2,33,4700,361,2,21,1,2,1,2
2020,"202054CQPRC_pivi","202054CQPRC_pivi",5,4,"2020-September-09","2021-July-22","Pivijay. Magdalena, Colombia",NA,"202054CQPRC_pivi_rep1_GM8870-29_6",1,6,1,6,"test"," (Operator: lizbethpino, Time: )","GM8870-29","test",10.41666667,-74.31666667,51,"Magdalena","Colombia","Subhumid lowland tropics","pivi",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,31.48875609,NA,195,36.11111111,9,84,36.1111111111111,11.3709396991667,26,4,1,NA,50,23.6,8,25,2,195,40,9,2,1,1,3,66,4725,416,0,21,1,3,1,1
2020,"202054CQPRC_pivi","202054CQPRC_pivi",5,4,"2020-September-09","2021-July-22","Pivijay. Magdalena, Colombia",NA,"202054CQPRC_pivi_rep1_GM8870-84_12",1,12,2,5,"test"," (Operator: lizbethpino, Time: )","GM8870-84","test",10.41666667,-74.31666667,51,"Magdalena","Colombia","Subhumid lowland tropics","pivi",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,34.01978099,NA,85,18.19444444,9,92,18.1944444444444,6.18971015234722,13.1,4,1,NA,34,11.5,8,25,3,160,25,9,2,1,1,3,45,4775,483,0,23,1,3,1,1
